text,label
задачи на эту неделю,TASK_QUERY
как дела,UNKNOWN
сделай для меня купить молоко,TASK_CREATE
что у меня есть,TASK_QUERY
измени или удали задачу,AMBIGUOUS
убери задачу позвонить клиенту,TASK_DELETE
назначь сделать отчет на задачу,TASK_UPDATE
"нужно не забыть подготовить презентацию до 2026-04-16T08:14:57Z, приоритет высокий, проект Учебный проект, описание: слайды для семинара, как дочернюю к задаче купить молоко",TASK_CREATE
отметь сделать отчет как сделанное,TASK_UPDATE
задача купить молоко закрыта,TASK_UPDATE
очисти список задач сделать отчет,TASK_DELETE
"внеси задачу позвонить клиенту до 2026-04-20T22:14:58Z, приоритет средний, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
сделай что-нибудь с задачей,AMBIGUOUS
назначь задачу позвонить клиенту на,TASK_UPDATE
покажи новости за сегодня,UNKNOWN
покажи задачи на сегодня,TASK_QUERY
скорректируй сделать отчет задачи,TASK_UPDATE
покажи задачи на сегодня,TASK_QUERY
не забыть подготовить презентацию,TASK_CREATE
сделай задачу закончить лабораторную,TASK_UPDATE
измени срок сделать отчет задачи,TASK_UPDATE
замени закончить лабораторную в задаче,TASK_UPDATE
отредактируй задачу закончить лабораторную,TASK_UPDATE
удали последнюю задачу подготовить презентацию,TASK_DELETE
задачи назначенные на меня,TASK_QUERY
перенеси срок задачи закончить лабораторную,TASK_UPDATE
какие задачи открыты,TASK_QUERY
поправь задачу сделать отчет,TASK_UPDATE
задачи с низким приоритетом,TASK_QUERY
переведи слово {},UNKNOWN
удали купить молоко немедленно,TASK_DELETE
обнови закончить лабораторную,TASK_UPDATE
нужно не забыть сделать отчет,TASK_CREATE
включи фильм {},UNKNOWN
информация о задаче {},TASK_QUERY
исправь задачу позвонить клиенту,TASK_UPDATE
сделай задачу или нет {},AMBIGUOUS
покажи активные задачи,TASK_QUERY
добавь задачу купить молоко,TASK_CREATE
переведи слово {},UNKNOWN
включи музыку,UNKNOWN
задача {},AMBIGUOUS
ликвидируй задачу подготовить презентацию,TASK_DELETE
разберись с задачей {},AMBIGUOUS
исключи задачу купить молоко,TASK_DELETE
отмени задачу позвонить клиенту,TASK_DELETE
удали все задачи подготовить презентацию,TASK_DELETE
что запланировано,TASK_QUERY
отправь задачу сделать отчет в список дел,TASK_CREATE
удали подготовить презентацию немедленно,TASK_DELETE
переименуй задачу сделать отчет,TASK_UPDATE
включи музыку,UNKNOWN
"может, создать задачу {}",AMBIGUOUS
покажи срочные задачи,TASK_QUERY
очисти завершённые задачи сделать отчет,TASK_DELETE
нужно что-то по задаче {},AMBIGUOUS
передай сделать отчет коллеге,TASK_UPDATE
создай новую задачу закончить лабораторную,TASK_CREATE
спиши задачу подготовить презентацию,TASK_DELETE
задачи на завтра,TASK_QUERY
перенеси задачу подготовить презентацию на завтра,TASK_UPDATE
перенеси подготовить презентацию задачи,TASK_UPDATE
включи фильм {},UNKNOWN
как дела,UNKNOWN
покажи все задачи,TASK_QUERY
поставь в очередь купить молоко,TASK_CREATE
задача купить молоко закрыта,TASK_UPDATE
добавь в бэклог купить молоко,TASK_CREATE
включи фильм {},UNKNOWN
установи приоритет закончить лабораторную для задачи,TASK_UPDATE
снять задачу сделать отчет,TASK_DELETE
сыграй в игру,UNKNOWN
"не забудь добавить позвонить клиенту до 2026-04-27T17:14:58Z, приоритет низкий, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
"создай для меня задачу сделать отчет до 2026-04-16T10:14:58Z, приоритет высокий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
нужно что-то по задаче {},AMBIGUOUS
напиши письмо {},UNKNOWN
удали задачу купить молоко,TASK_DELETE
назначь дату выполнения закончить лабораторную,TASK_UPDATE
убрать из списка подготовить презентацию,TASK_DELETE
снять задачу закончить лабораторную,TASK_DELETE
установи таймер на {},UNKNOWN
покажи мои задачи,TASK_QUERY
убери задачу позвонить клиенту,TASK_DELETE
включи фильм {},UNKNOWN
установи срочность сделать отчет,TASK_UPDATE
покажи задачи на сегодня,TASK_QUERY
посмотри прогресс по задачам,TASK_QUERY
выведи список задач,TASK_QUERY
поправь задачу позвонить клиенту,TASK_UPDATE
хз что делать с задачей {},AMBIGUOUS
что-то нужно сделать с {},AMBIGUOUS
сделай для меня сделать отчет,TASK_CREATE
убрать из списка купить молоко,TASK_DELETE
покажи задачи на сегодня,TASK_QUERY
очисти список задач купить молоко,TASK_DELETE
что-то с задачей {},AMBIGUOUS
найди в интернете {},UNKNOWN
расскажи анекдот,UNKNOWN
задача подготовить презентацию выполнена,TASK_UPDATE
какая погода сегодня,UNKNOWN
статистика по задачам,TASK_QUERY
какая погода сегодня,UNKNOWN
расскажи о себе,UNKNOWN
сделай задачу или нет {},AMBIGUOUS
напомни мне закончить лабораторную,TASK_CREATE
непонятная команда с задачей,AMBIGUOUS
спиши задачу подготовить презентацию,TASK_DELETE
задачи на завтра,TASK_QUERY
включи музыку,UNKNOWN
срочно {},AMBIGUOUS
замени сделать отчет в задаче,TASK_UPDATE
отмени задачу сделать отчет,TASK_DELETE
что нового в мире,UNKNOWN
сотри закончить лабораторную навсегда,TASK_DELETE
создай задачу закончить лабораторную,TASK_CREATE
установи таймер на {},UNKNOWN
хз что делать с задачей {},AMBIGUOUS
можно ли {},AMBIGUOUS
завершить задачу сделать отчет,TASK_UPDATE
"может, создать задачу {}",AMBIGUOUS
задачи на эту неделю,TASK_QUERY
объясни понятие {},UNKNOWN
можно ли {},AMBIGUOUS
помоги с кодом,UNKNOWN
назначь задачу сделать отчет на,TASK_UPDATE
нужно что-то по задаче {},AMBIGUOUS
покажи новости за сегодня,UNKNOWN
кто ты,UNKNOWN
сколько будет {} плюс {},UNKNOWN
удали позвонить клиенту немедленно,TASK_DELETE
объясни понятие {},UNKNOWN
можно ли {},AMBIGUOUS
статистика по задачам,TASK_QUERY
посмотри прогресс по задачам,TASK_QUERY
"добавь в бэклог позвонить клиенту до 2026-04-23T14:14:58Z, приоритет высокий, проект ДЗ, описание: сделать отчет по лабораторной",TASK_CREATE
посмотри на задачу {},AMBIGUOUS
как пройти до {},UNKNOWN
"давай создадим купить молоко до 2026-04-21T07:14:57Z, приоритет средний, проект Учебный проект, описание: сделать отчет по лабораторной",TASK_CREATE
сделай задачу или нет {},AMBIGUOUS
задачи на завтра,TASK_QUERY
сдвинь задачу купить молоко на следующую неделю,TASK_UPDATE
удали последнюю задачу подготовить презентацию,TASK_DELETE
запиши задачу сделать отчет,TASK_CREATE
что-то нужно сделать с {},AMBIGUOUS
"напомни мне закончить лабораторную до 2026-04-04T18:14:57Z, приоритет низкий, проект Учебный проект, описание: сделать отчет по лабораторной",TASK_CREATE
детали по {},TASK_QUERY
очисти задачу сделать отчет,TASK_DELETE
покажи активные задачи,TASK_QUERY
информация о задаче {},TASK_QUERY
открой браузер,UNKNOWN
позвони {},UNKNOWN
назначь закончить лабораторную ответственным,TASK_UPDATE
"было бы хорошо позвонить клиенту до 2026-04-12T15:14:58Z, приоритет высокий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
"добавь в бэклог подготовить презентацию до 2026-04-17T02:14:58Z, приоритет высокий, проект Проект A, описание: лаборато́рная работа по ТАТД",TASK_CREATE
расскажи анекдот,UNKNOWN
включи фильм {},UNKNOWN
снять задачу купить молоко,TASK_DELETE
нужно не забыть сделать отчет,TASK_CREATE
непонятная команда с задачей,AMBIGUOUS
задачи на завтра,TASK_QUERY
удали последнюю задачу подготовить презентацию,TASK_DELETE
объясни понятие {},UNKNOWN
"необходимо сделать отчет до 2026-04-03T04:14:58Z, приоритет высокий, проект Рабочий проект, описание: лаборато́рная работа по ТАТД, как дочернюю к задаче позвонить клиенту",TASK_CREATE
сделай задачу или нет {},AMBIGUOUS
покажи выполненные задачи,TASK_QUERY
покажи активные задачи,TASK_QUERY
передай подготовить презентацию коллеге,TASK_UPDATE
напиши письмо {},UNKNOWN
запиши задачу подготовить презентацию,TASK_CREATE
повысь приоритет задачи позвонить клиенту,TASK_UPDATE
мои дела на сегодня,TASK_QUERY
сотри позвонить клиенту навсегда,TASK_DELETE
отредактируй задачу закончить лабораторную,TASK_UPDATE
передай подготовить презентацию коллеге,TASK_UPDATE
покажи активные задачи,TASK_QUERY
мне нужно закончить лабораторную,TASK_CREATE
ликвидируй задачу позвонить клиенту,TASK_DELETE
срочно {},AMBIGUOUS
что-то с задачей {},AMBIGUOUS
ликвидируй задачу сделать отчет,TASK_DELETE
покажи задачу {},TASK_QUERY
открой браузер,UNKNOWN
что нового в мире,UNKNOWN
"было бы хорошо позвонить клиенту до 2026-04-27T12:14:58Z, приоритет низкий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
"не забыть подготовить презентацию до 2026-04-03T16:14:58Z, приоритет высокий, проект Учебный проект, описание: сделать отчет по лабораторной, как дочернюю к задаче сделать отчет",TASK_CREATE
сколько задач открыто,TASK_QUERY
покажи все задачи,TASK_QUERY
установи приоритет сделать отчет для задачи,TASK_UPDATE
как дела,UNKNOWN
сделал подготовить презентацию,TASK_UPDATE
установи срочность подготовить презентацию,TASK_UPDATE
посмотри прогресс по задачам,TASK_QUERY
"поставь себе напоминание закончить лабораторную до 2026-04-26T12:14:58Z, приоритет низкий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
который час,UNKNOWN
назначь купить молоко на задачу,TASK_UPDATE
покажи срочные задачи,TASK_QUERY
убери задачу сделать отчет,TASK_DELETE
установи таймер на {},UNKNOWN
измени детали подготовить презентацию,TASK_UPDATE
создай или обнови задачу,AMBIGUOUS
зарегистрируй задачу закончить лабораторную,TASK_CREATE
исключи задачу позвонить клиенту,TASK_DELETE
установи таймер на {},UNKNOWN
расскажи анекдот,UNKNOWN
разберись с задачей {},AMBIGUOUS
расскажи о себе,UNKNOWN
очисти завершённые задачи закончить лабораторную,TASK_DELETE
{},AMBIGUOUS
"поставь задачу позвонить клиенту до 2026-04-16T07:14:57Z, приоритет высокий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
непонятная команда с задачей,AMBIGUOUS
покажи мои задачи,TASK_QUERY
"поставь задачу купить молоко до 2026-04-24T12:14:57Z, приоритет средний, проект Рабочий проект, описание: слайды для семинара",TASK_CREATE
создай или обнови задачу,AMBIGUOUS
займись этим {},AMBIGUOUS
"запиши задачу купить молоко до 2026-04-16T06:14:58Z, приоритет средний, проект Учебный проект, описание: слайды для семинара, как дочернюю к задаче закончить лабораторную",TASK_CREATE
включи фильм {},UNKNOWN
сдвинь задачу подготовить презентацию на следующую неделю,TASK_UPDATE
напомни мне сделать отчет,TASK_CREATE
исключи задачу позвонить клиенту,TASK_DELETE
можно ли {},AMBIGUOUS
"хочу добавить задачу закончить лабораторную до 2026-04-11T13:14:58Z, приоритет средний, проект Учебный проект, описание: сделать отчет по лабораторной",TASK_CREATE
позвони {},UNKNOWN
что у меня запланировано,TASK_QUERY
расскажи анекдот,UNKNOWN
убери задачу закончить лабораторную,TASK_DELETE
обнови информацию по позвонить клиенту,TASK_UPDATE
покажи задачи на сегодня,TASK_QUERY
"не забудь добавить закончить лабораторную до 2026-04-22T18:14:58Z, приоритет низкий, проект Учебный проект, описание: лаборато́рная работа по ТАТД",TASK_CREATE
убери из бэклога закончить лабораторную,TASK_DELETE
займись этим {},AMBIGUOUS
создай срочную задачу закончить лабораторную,TASK_CREATE
покажи выполненные задачи,TASK_QUERY
"поставь в приоритет подготовить презентацию до 2026-04-15T04:14:58Z, приоритет низкий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
удали позвонить клиенту немедленно,TASK_DELETE
установи таймер на {},UNKNOWN
покажи задачи на сегодня,TASK_QUERY
переименуй задачу подготовить презентацию,TASK_UPDATE
переведи слово {},UNKNOWN
что известно о {},TASK_QUERY
"давай создадим купить молоко до 2026-04-12T09:14:58Z, приоритет низкий, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
удали последнюю задачу купить молоко,TASK_DELETE
хз что делать с задачей {},AMBIGUOUS
измени подготовить презентацию задачи,TASK_UPDATE
задачи на эту неделю,TASK_QUERY
удали подготовить презентацию немедленно,TASK_DELETE
перенеси закончить лабораторную задачи,TASK_UPDATE
установи таймер на {},UNKNOWN
снять задачу сделать отчет,TASK_DELETE
зарегистрируй задачу подготовить презентацию,TASK_CREATE
добавь в бэклог подготовить презентацию,TASK_CREATE
очисти список задач сделать отчет,TASK_DELETE
какие задачи открыты,TASK_QUERY
сыграй в игру,UNKNOWN
очисти завершённые задачи закончить лабораторную,TASK_DELETE
сделай для меня сделать отчет,TASK_CREATE
займись этим {},AMBIGUOUS
перенеси срок задачи позвонить клиенту,TASK_UPDATE
покажи выполненные задачи,TASK_QUERY
повысь приоритет задачи позвонить клиенту,TASK_UPDATE
задачи назначенные на меня,TASK_QUERY
срочно {},AMBIGUOUS
удали последнюю задачу подготовить презентацию,TASK_DELETE
передай купить молоко коллеге,TASK_UPDATE
обнови информацию по сделать отчет,TASK_UPDATE
покажи все задачи,TASK_QUERY
убрать из списка подготовить презентацию,TASK_DELETE
сдвинь задачу закончить лабораторную на следующую неделю,TASK_UPDATE
создай или обнови задачу,AMBIGUOUS
перенаправь задачу подготовить презентацию на другого,TASK_UPDATE
найди в интернете {},UNKNOWN
поставь себе напоминание купить молоко,TASK_CREATE
сколько будет {} плюс {},UNKNOWN
установи таймер на {},UNKNOWN
"не забудь добавить сделать отчет до 2026-04-15T11:14:58Z, приоритет низкий, проект Проект A, описание: слайды для семинара, как дочернюю к задаче закончить лабораторную",TASK_CREATE
какая погода сегодня,UNKNOWN
хочу добавить задачу подготовить презентацию,TASK_CREATE
напомни мне закончить лабораторную,TASK_CREATE
непонятная команда с задачей,AMBIGUOUS
сделай для меня позвонить клиенту,TASK_CREATE
что известно о {},TASK_QUERY
"поставь себе напоминание позвонить клиенту до 2026-04-16T02:14:58Z, приоритет средний, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
задачи с низким приоритетом,TASK_QUERY
хз что делать с задачей {},AMBIGUOUS
очисти список задач позвонить клиенту,TASK_DELETE
кто ты,UNKNOWN
сколько задач открыто,TASK_QUERY
перенеси срок задачи закончить лабораторную,TASK_UPDATE
"давай создадим закончить лабораторную до 2026-04-02T03:14:58Z, приоритет средний, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
задача позвонить клиенту закрыта,TASK_UPDATE
срочно {},AMBIGUOUS
поставь себе напоминание подготовить презентацию,TASK_CREATE
"запиши в список дел подготовить презентацию до 2026-04-23T17:14:58Z, приоритет низкий, проект ДЗ, описание: лаборато́рная работа по ТАТД",TASK_CREATE
"мне нужно подготовить презентацию до 2026-04-20T19:14:58Z, приоритет низкий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
сделал сделать отчет,TASK_UPDATE
пометь задачу купить молоко как выполненную,TASK_UPDATE
детали по {},TASK_QUERY
что известно о {},TASK_QUERY
отправь задачу купить молоко в список дел,TASK_CREATE
назначь купить молоко ответственным,TASK_UPDATE
поставь задачу сделать отчет,TASK_CREATE
задача закончить лабораторную закрыта,TASK_UPDATE
какие у меня задачи,TASK_QUERY
открой браузер,UNKNOWN
просроченные задачи,TASK_QUERY
установи таймер на {},UNKNOWN
покажи текущие дела,TASK_QUERY
замени закончить лабораторную в задаче,TASK_UPDATE
перенаправь задачу закончить лабораторную на другого,TASK_UPDATE
убери из бэклога купить молоко,TASK_DELETE
задачи на эту неделю,TASK_QUERY
"может, создать задачу {}",AMBIGUOUS
детали по {},TASK_QUERY
какие у меня задачи,TASK_QUERY
что у меня есть,TASK_QUERY
установи приоритет подготовить презентацию для задачи,TASK_UPDATE
задачи назначенные на меня,TASK_QUERY
"обязательно подготовить презентацию до 2026-04-13T21:14:58Z, приоритет низкий, проект Проект A, описание: позвонить клиенту и уточнить детали",TASK_CREATE
отредактируй задачу купить молоко,TASK_UPDATE
кто ты,UNKNOWN
поменяй описание задачи купить молоко,TASK_UPDATE
отправь задачу закончить лабораторную в список дел,TASK_CREATE
как пройти до {},UNKNOWN
было бы хорошо закончить лабораторную,TASK_CREATE
закрой задачу подготовить презентацию,TASK_UPDATE
перенеси купить молоко задачи,TASK_UPDATE
позвони {},UNKNOWN
убери из бэклога подготовить презентацию,TASK_DELETE
что-то с задачей {},AMBIGUOUS
включи музыку,UNKNOWN
создай или обнови задачу,AMBIGUOUS
важно {},AMBIGUOUS
важно {},AMBIGUOUS
нужно что-то по задаче {},AMBIGUOUS
как дела,UNKNOWN
покажи задачу {},TASK_QUERY
сыграй в игру,UNKNOWN
перепиши задачу подготовить презентацию,TASK_UPDATE
передай задачу закончить лабораторную другому,TASK_UPDATE
открой список задач,TASK_QUERY
добавь в бэклог сделать отчет,TASK_CREATE
отправь задачу купить молоко в список дел,TASK_CREATE
можно ли {},AMBIGUOUS
убери задачу закончить лабораторную,TASK_DELETE
измени или удали задачу,AMBIGUOUS
какие задачи открыты,TASK_QUERY
перенаправь задачу подготовить презентацию на другого,TASK_UPDATE
статистика по задачам,TASK_QUERY
создай или обнови задачу,AMBIGUOUS
удали подготовить презентацию немедленно,TASK_DELETE
"добавь задачу сделать отчет до 2026-04-20T17:14:58Z, приоритет высокий, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
"поставь в приоритет подготовить презентацию до 2026-04-27T21:14:58Z, приоритет низкий, проект Учебный проект, описание: лаборато́рная работа по ТАТД, как дочернюю к задаче закончить лабораторную",TASK_CREATE
измени или удали задачу,AMBIGUOUS
сотри задачу позвонить клиенту,TASK_DELETE
поставь в приоритет купить молоко,TASK_CREATE
перенеси закончить лабораторную задачи,TASK_UPDATE
займись этим {},AMBIGUOUS
что-то нужно сделать с {},AMBIGUOUS
поставь в приоритет сделать отчет,TASK_CREATE
"не забудь добавить закончить лабораторную до 2026-04-19T17:14:58Z, приоритет средний, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
посмотри прогресс по задачам,TASK_QUERY
убери задачу подготовить презентацию,TASK_DELETE
установи таймер на {},UNKNOWN
нужно что-то по задаче {},AMBIGUOUS
открой список задач,TASK_QUERY
удали задачи закончить лабораторную,TASK_DELETE
закрой задачу позвонить клиенту,TASK_UPDATE
пометь задачу закончить лабораторную как выполненную,TASK_UPDATE
необходимо закончить лабораторную,TASK_CREATE
убрать из списка подготовить презентацию,TASK_DELETE
который час,UNKNOWN
спиши задачу закончить лабораторную,TASK_DELETE
важно {},AMBIGUOUS
позвони {},UNKNOWN
"внеси задачу закончить лабораторную до 2026-04-11T10:14:58Z, приоритет высокий, проект Рабочий проект, описание: лаборато́рная работа по ТАТД",TASK_CREATE
напиши письмо {},UNKNOWN
открой браузер,UNKNOWN
удали закончить лабораторную немедленно,TASK_DELETE
"не знаю, удали или измени {}",AMBIGUOUS
установи приоритет подготовить презентацию для задачи,TASK_UPDATE
задачи по проекту {},TASK_QUERY
что за задача {},TASK_QUERY
расскажи анекдот,UNKNOWN
отмени задачу купить молоко,TASK_DELETE
какая погода сегодня,UNKNOWN
что известно о {},TASK_QUERY
сотри закончить лабораторную навсегда,TASK_DELETE
задача сделать отчет выполнена,TASK_UPDATE
что за задача {},TASK_QUERY
что у меня запланировано,TASK_QUERY
что у меня запланировано,TASK_QUERY
что у меня запланировано,TASK_QUERY
помоги с кодом,UNKNOWN
поменяй описание задачи закончить лабораторную,TASK_UPDATE
какие задачи открыты,TASK_QUERY
закрой задачу купить молоко,TASK_UPDATE
задачи на завтра,TASK_QUERY
назначь позвонить клиенту на задачу,TASK_UPDATE
посмотри на задачу {},AMBIGUOUS
передай закончить лабораторную коллеге,TASK_UPDATE
закрой задачу купить молоко,TASK_UPDATE
посмотри на задачу {},AMBIGUOUS
убери задачу позвонить клиенту,TASK_DELETE
поставь себе напоминание закончить лабораторную,TASK_CREATE
сделай что-нибудь с задачей,AMBIGUOUS
включи музыку,UNKNOWN
срочно {},AMBIGUOUS
посмотри прогресс по задачам,TASK_QUERY
что-то нужно сделать с {},AMBIGUOUS
поставь задачу закончить лабораторную,TASK_CREATE
добавь задачу сделать отчет,TASK_CREATE
удали задачу сделать отчет,TASK_DELETE
очисти задачу закончить лабораторную,TASK_DELETE
удали последнюю задачу подготовить презентацию,TASK_DELETE
напиши письмо {},UNKNOWN
"задача, наверное {}",AMBIGUOUS
создай или обнови задачу,AMBIGUOUS
измени позвонить клиенту задачи,TASK_UPDATE
"зарегистрируй задачу позвонить клиенту до 2026-04-04T12:14:57Z, приоритет высокий, проект Проект A, описание: лаборато́рная работа по ТАТД",TASK_CREATE
открой браузер,UNKNOWN
обнови информацию по позвонить клиенту,TASK_UPDATE
убрать из списка закончить лабораторную,TASK_DELETE
что мне нужно сделать,TASK_QUERY
напомни мне подготовить презентацию,TASK_CREATE
который час,UNKNOWN
задачи по проекту {},TASK_QUERY
отметь позвонить клиенту завершённой,TASK_UPDATE
убери задачу купить молоко,TASK_DELETE
срочно {},AMBIGUOUS
важно {},AMBIGUOUS
"задача, наверное {}",AMBIGUOUS
"добавь новую задачу подготовить презентацию до 2026-04-18T04:14:58Z, приоритет высокий, проект Проект A, описание: слайды для семинара, как дочернюю к задаче закончить лабораторную",TASK_CREATE
что-то нужно сделать с {},AMBIGUOUS
сколько задач открыто,TASK_QUERY
убери задачу сделать отчет,TASK_DELETE
назначь подготовить презентацию на задачу,TASK_UPDATE
задачи на завтра,TASK_QUERY
сколько задач открыто,TASK_QUERY
поставь в очередь купить молоко,TASK_CREATE
что-то нужно сделать с {},AMBIGUOUS
сотри подготовить презентацию навсегда,TASK_DELETE
задачи по проекту {} на этой неделе,TASK_QUERY
назначь купить молоко ответственным,TASK_UPDATE
исправь задачу сделать отчет,TASK_UPDATE
убери задачу закончить лабораторную,TASK_DELETE
исключи задачу позвонить клиенту,TASK_DELETE
удали задачу купить молоко,TASK_DELETE
напиши письмо {},UNKNOWN
{},AMBIGUOUS
спиши задачу купить молоко,TASK_DELETE
измени или удали задачу,AMBIGUOUS
напиши письмо {},UNKNOWN
напомни мне закончить лабораторную,TASK_CREATE
включи фильм {},UNKNOWN
включи музыку,UNKNOWN
очисти список задач закончить лабораторную,TASK_DELETE
сделай задачу или нет {},AMBIGUOUS
"поставь в очередь позвонить клиенту до 2026-04-08T21:14:57Z, приоритет средний, проект Учебный проект, описание: слайды для семинара, как дочернюю к задаче позвонить клиенту",TASK_CREATE
отмени задачу закончить лабораторную,TASK_DELETE
"создай срочную задачу подготовить презентацию до 2026-04-28T03:14:57Z, приоритет низкий, проект Проект A, описание: позвонить клиенту и уточнить детали",TASK_CREATE
добавь в список позвонить клиенту,TASK_CREATE
убери из бэклога закончить лабораторную,TASK_DELETE
выведи список задач,TASK_QUERY
пометь задачу сделать отчет как выполненную,TASK_UPDATE
"поставь себе напоминание сделать отчет до 2026-04-26T03:14:57Z, приоритет высокий, проект ДЗ, описание: лаборато́рная работа по ТАТД",TASK_CREATE
покажи задачу {},TASK_QUERY
запиши задачу купить молоко,TASK_CREATE
исправь задачу купить молоко,TASK_UPDATE
переназначь сделать отчет задачи,TASK_UPDATE
не забудь добавить закончить лабораторную,TASK_CREATE
отмени задачу позвонить клиенту,TASK_DELETE
перенеси срок задачи позвонить клиенту,TASK_UPDATE
объясни понятие {},UNKNOWN
задачи назначенные на меня,TASK_QUERY
переименуй задачу подготовить презентацию,TASK_UPDATE
удали задачу купить молоко,TASK_DELETE
"надо бы закончить лабораторную до 2026-04-19T19:14:58Z, приоритет средний, проект Учебный проект, описание: сделать отчет по лабораторной",TASK_CREATE
детали по {},TASK_QUERY
хз что делать с задачей {},AMBIGUOUS
готово купить молоко,TASK_UPDATE
отправь задачу подготовить презентацию в список дел,TASK_CREATE
хз что делать с задачей {},AMBIGUOUS
"запиши задачу купить молоко до 2026-04-30T04:14:58Z, приоритет низкий, проект Учебный проект, описание: сделать отчет по лабораторной",TASK_CREATE
хз что делать с задачей {},AMBIGUOUS
назначь позвонить клиенту ответственным,TASK_UPDATE
добавь новую задачу сделать отчет,TASK_CREATE
удали все задачи подготовить презентацию,TASK_DELETE
пометь задачу сделать отчет как выполненную,TASK_UPDATE
исключи задачу сделать отчет,TASK_DELETE
какие задачи открыты,TASK_QUERY
что-то с задачей {},AMBIGUOUS
готово закончить лабораторную,TASK_UPDATE
какие задачи открыты,TASK_QUERY
"обязательно купить молоко до 2026-04-24T18:14:57Z, приоритет низкий, проект Рабочий проект, описание: слайды для семинара",TASK_CREATE
покажи все задачи,TASK_QUERY
"зарегистрируй задачу сделать отчет до 2026-04-26T23:14:58Z, приоритет средний, проект Учебный проект, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче купить молоко",TASK_CREATE
просроченные задачи,TASK_QUERY
"надо бы закончить лабораторную до 2026-04-20T04:14:57Z, приоритет низкий, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
покажи задачи на сегодня,TASK_QUERY
задачи с высоким приоритетом,TASK_QUERY
добавь в бэклог подготовить презентацию,TASK_CREATE
сотри позвонить клиенту навсегда,TASK_DELETE
позвони {},UNKNOWN
напиши письмо {},UNKNOWN
отметь закончить лабораторную как сделанное,TASK_UPDATE
создай срочную задачу позвонить клиенту,TASK_CREATE
убрать из списка сделать отчет,TASK_DELETE
что мне нужно сделать,TASK_QUERY
спиши задачу закончить лабораторную,TASK_DELETE
покажи задачи на сегодня,TASK_QUERY
убери задачу позвонить клиенту,TASK_DELETE
разберись с задачей {},AMBIGUOUS
нужно не забыть подготовить презентацию,TASK_CREATE
важно {},AMBIGUOUS
переведи слово {},UNKNOWN
установи таймер на {},UNKNOWN
включи музыку,UNKNOWN
посмотри на задачу {},AMBIGUOUS
создай или обнови задачу,AMBIGUOUS
как дела,UNKNOWN
статистика по задачам,TASK_QUERY
сколько у меня задач,TASK_QUERY
ликвидируй задачу сделать отчет,TASK_DELETE
расскажи анекдот,UNKNOWN
позвони {},UNKNOWN
"сделай для меня купить молоко до 2026-03-31T13:14:58Z, приоритет низкий, проект ДЗ, описание: слайды для семинара, как дочернюю к задаче закончить лабораторную",TASK_CREATE
список задач,TASK_QUERY
расскажи о себе,UNKNOWN
убери задачу позвонить клиенту,TASK_DELETE
мои дела на сегодня,TASK_QUERY
открой браузер,UNKNOWN
"не знаю, удали или измени {}",AMBIGUOUS
срочно {},AMBIGUOUS
который час,UNKNOWN
"задача, наверное {}",AMBIGUOUS
снять задачу подготовить презентацию,TASK_DELETE
удали последнюю задачу подготовить презентацию,TASK_DELETE
передай задачу сделать отчет другому,TASK_UPDATE
нужно что-то по задаче {},AMBIGUOUS
убери задачу подготовить презентацию,TASK_DELETE
помоги с кодом,UNKNOWN
повысь приоритет задачи позвонить клиенту,TASK_UPDATE
что запланировано,TASK_QUERY
покажи задачу {},TASK_QUERY
включи музыку,UNKNOWN
исключи задачу сделать отчет,TASK_DELETE
покажи задачу {},TASK_QUERY
"хочу не забыть позвонить клиенту до 2026-04-30T07:14:57Z, приоритет средний, проект Рабочий проект, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче купить молоко",TASK_CREATE
нужно что-то по задаче {},AMBIGUOUS
выведи список задач,TASK_QUERY
который час,UNKNOWN
запиши в список дел сделать отчет,TASK_CREATE
назначь сделать отчет ответственным,TASK_UPDATE
поправь задачу сделать отчет,TASK_UPDATE
исключи задачу закончить лабораторную,TASK_DELETE
перенеси срок задачи подготовить презентацию,TASK_UPDATE
внеси задачу закончить лабораторную,TASK_CREATE
нужно что-то по задаче {},AMBIGUOUS
какая погода сегодня,UNKNOWN
какие у меня задачи,TASK_QUERY
удали задачи закончить лабораторную,TASK_DELETE
задачи на завтра,TASK_QUERY
сотри сделать отчет навсегда,TASK_DELETE
очисти завершённые задачи купить молоко,TASK_DELETE
